Bus,Month,Route,end,start,type
4,November,1,11/17/2018 9:08,11/17/2018 8:00,running
4,November,1,11/17/2018 10:38,11/17/2018 9:30,running
4,November,1,11/17/2018 12:08,11/17/2018 11:00,running
4,November,1,11/17/2018 13:28,11/17/2018 12:20,running
4,November,1,11/17/2018 14:48,11/17/2018 13:40,running
4,November,1,11/17/2018 16:08,11/17/2018 15:00,running
4,November,1,11/17/2018 16:38,11/17/2018 16:08,charging
4,November,1,11/17/2018 18:08,11/17/2018 17:00,running
4,November,1,11/17/2018 19:28,11/17/2018 18:20,running
4,November,1,11/17/2018 20:58,11/17/2018 19:50,running
4,November,1,11/17/2018 22:18,11/17/2018 21:10,running
4,November,1,11/17/2018 23:48,11/17/2018 22:40,running
4,November,1,11/18/2018 0:58,11/17/2018 23:50,running
5,November,1,11/17/2018 7:48,11/17/2018 6:40,running
5,November,1,11/17/2018 9:18,11/17/2018 8:10,running
5,November,1,11/17/2018 10:48,11/17/2018 9:40,running
5,November,1,11/17/2018 12:18,11/17/2018 11:10,running
5,November,1,11/17/2018 13:48,11/17/2018 12:40,running
5,November,1,11/17/2018 15:18,11/17/2018 14:10,running
5,November,1,11/17/2018 16:48,11/17/2018 15:40,running
5,November,1,11/17/2018 18:18,11/17/2018 17:10,running
5,November,1,11/17/2018 18:48,11/17/2018 18:18,charging
5,November,1,11/17/2018 20:18,11/17/2018 19:10,running
5,November,1,11/17/2018 21:38,11/17/2018 20:30,running
5,November,1,11/17/2018 22:58,11/17/2018 21:50,running
5,November,1,11/18/2018 0:18,11/17/2018 23:10,running
6,November,1,11/17/2018 7:58,11/17/2018 6:50,running
6,November,1,11/17/2018 9:28,11/17/2018 8:20,running
6,November,1,11/17/2018 10:58,11/17/2018 9:50,running
6,November,1,11/17/2018 12:28,11/17/2018 11:20,running
6,November,1,11/17/2018 13:58,11/17/2018 12:50,running
6,November,1,11/17/2018 15:28,11/17/2018 14:20,running
6,November,1,11/17/2018 16:58,11/17/2018 15:50,running
6,November,1,11/17/2018 18:28,11/17/2018 17:20,running
6,November,1,11/17/2018 19:48,11/17/2018 18:40,running
6,November,1,11/17/2018 20:18,11/17/2018 19:48,charging
6,November,1,11/17/2018 21:48,11/17/2018 20:40,running
6,November,1,11/17/2018 23:08,11/17/2018 22:00,running
6,November,1,11/18/2018 0:28,11/17/2018 23:20,running
7,November,1,11/17/2018 8:08,11/17/2018 7:00,running
7,November,1,11/17/2018 9:38,11/17/2018 8:30,running
7,November,1,11/17/2018 11:08,11/17/2018 10:00,running
7,November,1,11/17/2018 12:38,11/17/2018 11:30,running
7,November,1,11/17/2018 14:08,11/17/2018 13:00,running
7,November,1,11/17/2018 15:38,11/17/2018 14:30,running
7,November,1,11/17/2018 17:08,11/17/2018 16:00,running
7,November,1,11/17/2018 18:38,11/17/2018 17:30,running
7,November,1,11/17/2018 19:58,11/17/2018 18:50,running
7,November,1,11/17/2018 21:18,11/17/2018 20:10,running
7,November,1,11/17/2018 21:48,11/17/2018 21:18,charging
7,November,1,11/17/2018 23:18,11/17/2018 22:10,running
7,November,1,11/18/2018 0:38,11/17/2018 23:30,running
8,November,1,11/17/2018 8:18,11/17/2018 7:10,running
8,November,1,11/17/2018 9:48,11/17/2018 8:40,running
8,November,1,11/17/2018 11:18,11/17/2018 10:10,running
8,November,1,11/17/2018 12:48,11/17/2018 11:40,running
8,November,1,11/17/2018 14:18,11/17/2018 13:10,running
8,November,1,11/17/2018 15:48,11/17/2018 14:40,running
8,November,1,11/17/2018 17:18,11/17/2018 16:10,running
8,November,1,11/17/2018 18:48,11/17/2018 17:40,running
8,November,1,11/17/2018 20:08,11/17/2018 19:00,running
